	1.5 folds up-regulated																						
AT2G46520.1	1812	3,86	2	1,07 	0,04 	1,12 	0,07 	1,04 	0,05 	1,02 	0,98 	1,16 	1,12 	1,13 	0,96 	1,29 	1,11 	1,11 	0,94 	1,15 	0,97 		"cellular apoptosis susceptibility protein, putative / importin-alpha re-exporter, putative; FUNCTIONS IN: protein transporter activity, importin-alpha export receptor activity, binding; INVOLVED IN: intracellular protein transport, cell proliferation, protein import into nucleus, docking; LOCATED IN: nucleus, nuclear pore, membrane, cytoplasm; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Importin-beta, N-terminal (InterPro:IPR001494), CAS/CSE, C-terminal (InterPro:IPR005043), Armadillo-like helical (InterPro:IPR011989), Armadillo-type fold (InterPro:IPR016024), Exportin/Importin, Cse1-like (InterPro:IPR013713); BEST Arabidopsis thaliana protein match is: ARM repeat superfamily protein (TAIR:AT3G59020.2); Has 1154 Blast hits to 1141 proteins in 210 species: Archae - 0; Bacteria - 0; Metazoa - 461; Fungi - 384; Plants - 163; Viruses - 0; Other Eukaryotes - 146 (source: NCBI BLink)."
AT2G46820.2	1171	7,3	6	0,74 	0,09 	0,68 	0,15 	0,92 	0,19 	0,97 	0,76 	0,70 	0,53 	0,53 	1,07 	0,38 	0,76 	0,54 	1,08 	0,68 	1,39 	PHOTOSYSTEM I P SUBUNIT (PSI-P)	Encodes the P subunit of Photosystem I. About 25% of the TMP14 pool appeared to be phosphorylated, and this ratio is not affected by light. Contains seven phosphorylation sites on threonine residue and chloroplast targeting signal. Located in the proximity of PSI-L, -H and -O subunits.
AT2G47250.1	1115	7,84	4	1,07 	0,56 	0,63 	0,18 	1,31 	0,58 	2,68 	0,42 	1,01 	0,17 	0,91 	0,95 	0,30 	0,35 	0,30 	0,33 	2,03 	2,56 		"RNA helicase family protein; FUNCTIONS IN: in 7 functions; LOCATED IN: membrane, chloroplast envelope; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Helicase-associated domain (InterPro:IPR007502), ATPase, AAA+ type, core (InterPro:IPR003593), DNA/RNA helicase, DEAD/DEAH box type, N-terminal (InterPro:IPR011545), Domain of unknown function DUF1605 (InterPro:IPR011709), DEAD-like helicase, N-terminal (InterPro:IPR014001), DNA/RNA helicase, C-terminal (InterPro:IPR001650), Helicase, superfamily 1/2, ATP-binding domain (InterPro:IPR014021); BEST Arabidopsis thaliana protein match is: RNA helicase family protein (TAIR:AT3G62310.1); Has 10530 Blast hits to 9574 proteins in 1628 species: Archae - 0; Bacteria - 3453; Metazoa - 2465; Fungi - 1286; Plants - 884; Viruses - 707; Other Eukaryotes - 1735 (source: NCBI BLink)."
AT2G47390.1	132	38,36	20	1,10 	0,08 	1,09 	0,08 	0,99 	0,04 	1,18 	1,28 	0,93 	1,01 	1,12 	1,29 	0,90 	1,04 	0,95 	1,10 	0,89 	1,01 		"Prolyl oligopeptidase family protein; FUNCTIONS IN: serine-type peptidase activity, serine-type endopeptidase activity; INVOLVED IN: proteolysis; LOCATED IN: chloroplast stroma, chloroplast; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Peptidase S9, prolyl oligopeptidase, catalytic domain (InterPro:IPR001375), Peptidase S9A, oligopeptidase, N-terminal beta-propeller (InterPro:IPR004106); BEST Arabidopsis thaliana protein match is: acylaminoacyl-peptidase-related (TAIR:AT4G14570.1); Has 4880 Blast hits to 4877 proteins in 846 species: Archae - 179; Bacteria - 3027; Metazoa - 477; Fungi - 49; Plants - 145; Viruses - 0; Other Eukaryotes - 1003 (source: NCBI BLink)."
AT2G47400.1	864	10,5	14	0,63 	0,11 	0,69 	0,02 	1,18 	0,21 	0,77 	0,43 	0,86 	0,47 	0,69 	0,63 	0,75 	0,68 	0,86 	0,78 	1,61 	1,46 	CP12 DOMAIN-CONTAINING PROTEIN 1 (CP12-1)	CP12-1 encodes a small peptide found in the chloroplast stroma. It belongs to the CP12 gene family thought to be involved in the formation of a supramolecular complex with glyceraldehyde-3-phosphate dehydrogenase (GAPDH) and phosphoribulokinase (PRK) embedded in the Calvin cycle.
AT2G47450.1	538	16	8	0,76 	0,16 	0,76 	0,16 	1,07 	0,22 	0,70 	0,44 	1,20 	0,70 	0,41 	0,73 	0,70 	1,20 	0,61 	0,99 	0,98 	1,67 	CHAOS (CAO)	A component of the chloroplast signal recognition particle pathway that is involved in LHCP targeting.  It is downregulated in response to high light. It recognizes the DPLG motif in Lhcb1.
AT2G47470.1	316	22,64	11	0,68 	0,06 	0,50 	0,09 	0,74 	0,14 	0,67 	0,53 	0,85 	0,66 	0,31 	0,58 	0,39 	0,70 	0,43 	0,85 	0,60 	1,08 	UNFERTILIZED EMBRYO SAC 5 (UNE5)	Encodes a protein disulfide isomerase-like (PDIL) protein, a member of a multigene family within the thioredoxin (TRX) superfamily. Transcript levels for this gene are up-regulated in response to three different chemical inducers of ER stress (dithiothreitol, beta-mercaptoethanol, and tunicamycin). AtIRE1-2 does not appear to be required for this response, but the atbzip60 mutant has a diminished response.
AT2G47510.2	405	19,51	11	1,04 	0,04 	1,06 	0,06 	1,01 	0,04 	1,00 	0,95 	1,13 	1,08 	1,06 	0,93 	1,20 	1,06 	1,05 	0,92 	1,11 	0,97 	FUMARASE 1 (FUM1)	Encodes a mitochondrial-localized protein. The FUM1 gene appears to be essential, suggesting that FUM1 may play a crucial role as a fumarase in the tricarboxylic acid cycle.
AT2G47610.1	2437	2,01	11	1,29 	0,16 	1,30 	0,08 	1,04 	0,12 	1,13 	1,67 	0,95 	1,41 	1,50 	1,32 	1,27 	1,11 	1,32 	1,16 	0,89 	0,78 		"Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein; FUNCTIONS IN: structural constituent of ribosome; INVOLVED IN: translation; LOCATED IN: cytosolic ribosome, cytosolic large ribosomal subunit, nucleolus, plasma membrane, chloroplast; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Ribosomal protein L7A/L8 (InterPro:IPR001921), Ribosomal protein L7Ae/L8/Nhp2 family (InterPro:IPR018492), Ribosomal protein L7Ae/L30e/S12e/Gadd45 (InterPro:IPR004038), Ribosomal protein L7Ae conserved site (InterPro:IPR004037); BEST Arabidopsis thaliana protein match is: Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein (TAIR:AT3G62870.1); Has 2106 Blast hits to 2104 proteins in 415 species: Archae - 332; Bacteria - 1; Metazoa - 722; Fungi - 352; Plants - 299; Viruses - 0; Other Eukaryotes - 400 (source: NCBI BLink)."
AT2G47710.1	1905	3,47	3	1,34 	0,34 	0,71 	0,18 	0,53 	0,05 	0,88 	0,67 	2,11 	1,71 	0,47 	0,37 	1,14 	0,86 	0,52 	0,41 	0,65 	0,52 		"Adenine nucleotide alpha hydrolases-like superfamily protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: response to stress; LOCATED IN: vacuole; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: UspA (InterPro:IPR006016), Rossmann-like alpha/beta/alpha sandwich fold (InterPro:IPR014729), Universal stress protein A (InterPro:IPR006015); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G49050.1); Has 2830 Blast hits to 2747 proteins in 619 species: Archae - 112; Bacteria - 1833; Metazoa - 129; Fungi - 32; Plants - 667; Viruses - 0; Other Eukaryotes - 57 (source: NCBI BLink)."
AT2G47730.1	529	16,16	9	0,78 	0,22 	0,81 	0,31 	1,15 	0,42 	1,41 	0,69 	0,68 	0,35 	0,52 	1,66 	0,24 	0,82 	0,37 	1,20 	0,72 	2,29 	GLUTATHIONE S-TRANSFERASE PHI 8 (GSTF8)	Encodes glutathione transferase belonging to the phi class of GSTs. Naming convention according to Wagner et al. (2002).
AT2G47800.1	3930	3,33	3	0,68 	0,07 	0,73 	0,09 	1,12 	0,19 	0,79 	0,55 	0,80 	0,56 	0,57 	0,90 	0,58 	0,90 	0,70 	1,12 	1,03 	1,61 	ATP-BINDING CASSETTE C4 (ABCC4)	Encodes a plasma membrane localized ATPase transporter involved in multidrug transport.  The expression of this gene is upregulated by herbicide safeners such as benoxacor, fluxofenim and fenclorim.
AT2G47910.1	1349	6,03	3	0,63 	0,15 	0,53 	0,04 	0,96 	0,23 	0,92 	0,37 	0,86 	0,36 	0,63 	0,48 	0,58 	0,44 	0,68 	0,49 	1,49 	1,17 	CHLORORESPIRATORY REDUCTION 6 (CRR6)	Encodes a chloroplast thylakoid membrane protein. Required for the assembly/accumulation of the NAD(P)H dehydrogenase complex of the photosynthetic electron transport chain.
AT2G47940.1	426	18,95	10	0,87 	0,08 	0,98 	0,14 	1,10 	0,09 	0,75 	0,72 	1,03 	0,98 	0,95 	0,69 	1,34 	0,92 	1,26 	0,92 	1,26 	0,95 	DEGP PROTEASE 2 (DEGP2)	"Encodes DegP2 protease (DEGP2); nuclear gene for chloroplast product."
AT3G01060.2	1956	3,2	2	0,94 	0,05 	1,36 	0,13 	1,42 	0,13 	0,95 	0,82 	1,08 	0,93 	1,47 	1,09 	1,66 	1,22 	1,53 	1,14 	1,74 	1,29 		"unknown protein; Has 637 Blast hits to 635 proteins in 201 species: Archae - 0; Bacteria - 291; Metazoa - 0; Fungi - 72; Plants - 72; Viruses - 0; Other Eukaryotes - 202 (source: NCBI BLink)."
AT3G01120.1	657	13,65	7	0,78 	0,06 	0,94 	0,06 	1,23 	0,06 	0,64 	0,74 	0,81 	0,92 	0,87 	0,82 	1,08 	1,01 	1,38 	1,28 	1,16 	1,12 	METHIONINE OVERACCUMULATION 1 (MTO1)	encodes a cystathionine gamma-synthase, which performs the first committed step in methionine biosynthesis. A conserved motif of 13 amino acids in the first exon is required for posttranscriptional autoregulation. This enzyme shares the same substrate as threonine synthase (TS) and its absence transcriptionally affects 8 genes in the genome.
AT3G01180.1	2666	1,6	3	1,33 	0,23 	1,34 	0,23 	1,00 	0,05 	1,01 	0,86 	1,85 	1,58 	0,91 	0,96 	1,72 	1,77 	0,90 	0,95 	1,06 	1,11 	STARCH SYNTHASE 2 (SS2)	"starch synthase 2 (SS2); FUNCTIONS IN: transferase activity, transferring glycosyl groups; INVOLVED IN: cellulose biosynthetic process, glucan biosynthetic process, biosynthetic process, glycogen biosynthetic process; LOCATED IN: chloroplast; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Glycogen/starch synthases, ADP-glucose type (InterPro:IPR011835), Starch synthase, catalytic domain (InterPro:IPR013534), Glycosyl transferase, group 1 (InterPro:IPR001296); BEST Arabidopsis thaliana protein match is: Glycogen/starch synthases, ADP-glucose type (TAIR:AT5G24300.2); Has 15927 Blast hits to 11968 proteins in 3394 species: Archae - 233; Bacteria - 4788; Metazoa - 1175; Fungi - 1070; Plants - 4691; Viruses - 26; Other Eukaryotes - 3944 (source: NCBI BLink)."
AT3G01280.1	327	22,11	10	0,87 	0,08 	1,08 	0,10 	1,23 	0,04 	0,79 	0,71 	1,05 	0,95 	0,93 	0,90 	1,25 	1,25 	1,17 	1,16 	1,29 	1,28 	VOLTAGE DEPENDENT ANION CHANNEL 1 (VDAC1)	Encodes a voltage-dependent anion channel (VDAC: AT3G01280/VDAC1, AT5G67500/VDAC2, AT5G15090/VDAC3, AT5G57490/VDAC4, AT5G15090/VDAC5). VDACs are reported to be porin-type, beta-barrel diffusion pores. They are prominently localized in the outer mitochondrial membrane and are involved in metabolite exchange between the organelle and the cytosol.
AT3G01290.1	1167	7,33	5	1,63 	0,02 	0,94 	0,02 	0,59 	0,01 	1,66 	1,64 	1,63 	1,57 	0,95 	0,99 	0,90 	0,90 	0,60 	0,56 	0,59 	0,60 	HYPERSENSITIVE INDUCED REACTION 2 (HIR2)	"SPFH/Band 7/PHB domain-containing membrane-associated protein family; INVOLVED IN: N-terminal protein myristoylation; LOCATED IN: mitochondrion, plasma membrane, vacuole, membrane; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 9 growth stages; CONTAINS InterPro DOMAIN/s: Band 7 protein (InterPro:IPR001107); BEST Arabidopsis thaliana protein match is: SPFH/Band 7/PHB domain-containing membrane-associated protein family (TAIR:AT5G62740.1); Has 7523 Blast hits to 7522 proteins in 1968 species: Archae - 210; Bacteria - 4831; Metazoa - 573; Fungi - 279; Plants - 280; Viruses - 3; Other Eukaryotes - 1347 (source: NCBI BLink)."
AT3G01310.2	1208	6,97	3	0,51 	0,06 	0,62 	0,06 	1,26 	0,10 	0,68 	0,48 	0,49 	0,39 	0,74 	0,68 	0,54 	0,51 	1,09 	1,10 	1,45 	1,39 		"Phosphoglycerate mutase-like family protein; FUNCTIONS IN: oxidoreductase activity, transition metal ion binding, acid phosphatase activity; INVOLVED IN: oxidation reduction; LOCATED IN: plasma membrane; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: ATP-grasp fold, RimK-type (InterPro:IPR013651), Histidine phosphatase superfamily, clade-2 (InterPro:IPR000560), Ferritin/ribonucleotide reductase-like (InterPro:IPR009078); BEST Arabidopsis thaliana protein match is: Phosphoglycerate mutase-like family protein (TAIR:AT5G15070.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink)."
AT3G01340.2	1251	6,61	5	0,97 	0,04 	0,91 	0,02 	0,94 	0,04 	0,93 	1,06 	0,89 	1,01 	0,95 	0,92 	0,91 	0,87 	1,02 	0,98 	0,90 	0,86 		"Transducin/WD40 repeat-like superfamily protein; FUNCTIONS IN: nucleotide binding; INVOLVED IN: intracellular protein transport, membrane budding; LOCATED IN: cellular_component unknown; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: WD40 repeat 2 (InterPro:IPR019782), WD40 repeat-like-containing domain (InterPro:IPR011046), WD40-repeat-containing domain (InterPro:IPR017986), WD40/YVTN repeat-like-containing domain (InterPro:IPR015943), WD40 repeat (InterPro:IPR001680), WD40 repeat, subgroup (InterPro:IPR019781), G-protein beta WD-40 repeat, region (InterPro:IPR020472); BEST Arabidopsis thaliana protein match is: transducin family protein / WD-40 repeat family protein (TAIR:AT2G30050.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink)."
AT3G01390.2	1431	5,58	5	0,76 	0,20 	0,62 	0,10 	1,01 	0,29 	1,25 	0,50 	0,93 	0,38 	0,53 	0,87 	0,41 	0,66 	0,44 	0,70 	1,12 	1,77 	VACUOLAR MEMBRANE ATPASE 10 (VMA10)	Subunit G of the vacuolar membrane ATPAse complex
AT3G01480.1	140	37,52	20	0,64 	0,10 	0,73 	0,09 	1,19 	0,19 	0,69 	0,43 	0,89 	0,56 	0,53 	0,72 	0,69 	0,96 	0,77 	1,05 	1,27 	1,67 	CYCLOPHILIN 38 (CYP38)	Encodes a chloroplast cyclophilin functioning in the assembly and maintenance of photosystem II (PSII) supercomplexes.
AT3G01500.2	16	77,94	83	0,66 	0,11 	0,68 	0,17 	1,06 	0,30 	0,94 	0,65 	0,66 	0,41 	0,50 	1,13 	0,33 	0,77 	0,50 	1,18 	0,72 	1,84 	CARBONIC ANHYDRASE 1 (CA1)	Encodes a putative beta-carbonic anhydrase betaCA1.  Together with betaCA4 (At1g70410) regulates CO2-controlled stomatal movements in guard cells.
AT3G01510.1	1514	5,04	4	0,91 	0,08 	0,77 	0,12 	0,84 	0,11 	0,99 	1,11 	0,73 	0,82 	1,08 	0,68 	0,79 	0,52 	1,08 	0,70 	0,95 	0,61 	LIKE SEX4 1 (LSF1)	Encodes a putative phosphatase, LSF1, required for normal starch turnover in leaves.
AT3G01540.4	2239	2,17	3	1,08 	0,25 	1,02 	0,23 	1,02 	0,22 	0,55 	0,98 	1,00 	1,77 	0,54 	0,91 	0,98 	1,64 	0,97 	1,63 	0,55 	0,92 	DEAD BOX RNA HELICASE 1 (DRH1)	RNA HELICASE DRH1
AT3G01670.1	1979	3,09	4	0,96 	0,27 	1,11 	0,40 	1,36 	0,54 	0,41 	0,91 	0,82 	1,69 	0,34 	1,21 	0,72 	2,17 	0,82 	2,88 	0,41 	1,32 	SIEVE ELEMENT OCCLUSION A (SEOA)	Encodes a protein localized to phloem filaments that is required for phloem filament formation.
AT3G01680.1	2353	2,05	2	0,47 	0,23 	0,44 	0,16 	4,50 	3,84 	1,04 	0,12 	0,67 	0,06 	0,15 	0,85 	0,20 	0,55 	0,19 	0,81 	0,99 	16,00 	SIEVE-ELEMENT-OCCLUSION-RELATED 1 (SEOR1)	Encodes a protein localized to phloem filaments that is required for phloem filament formation.
AT3G01780.1	1303	6,25	4	0,95 	0,30 	0,64 	0,07 	0,90 	0,27 	0,55 	1,67 	0,37 	1,21 	0,79 	0,72 	0,56 	0,49 	1,45 	1,26 	0,47 	0,41 	 (TPLATE)	Encodes TPLATE, a cytokinesis protein targeted to the cell plate.  Functions in vesicle-trafficking events required for site-specific cell wall modifications during pollen germination and for anchoring of the cell plate to the mother wall at the correct cortical position.
AT3G01910.1	819	11,2	6	1,16 	0,05 	1,13 	0,03 	0,97 	0,03 	1,16 	1,26 	1,04 	1,18 	1,14 	1,19 	1,06 	1,12 	0,95 	1,05 	0,92 	0,94 	SULFITE OXIDASE (SOX)	Encodes a homodimeric Mo-enzyme with molybdopterin as organic component of the molybdenum cofactor.  It lacks the heme domain that other eukaryotic Mo-enzymes possess and has no redox-active centers other than the molybdenum.  SO protein has been found in all parts of the plant. The plant SO combines its enzymatic  sulfite oxidation with a subsequent nonenzymatic step using its reaction product H2O2 as intermediate for oxidizing another molecule of sulfite.
AT3G02080.1	1180	7,19	7	1,41 	0,19 	1,81 	0,31 	1,32 	0,24 	1,91 	1,36 	1,43 	0,96 	1,57 	2,58 	1,13 	1,94 	0,79 	1,36 	1,17 	1,96 		"Ribosomal protein S19e family protein; FUNCTIONS IN: structural constituent of ribosome; INVOLVED IN: translation; LOCATED IN: cytosolic small ribosomal subunit, cytosolic ribosome, ribosome, cell wall; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Ribosomal protein S19e, conserved site (InterPro:IPR018277), Ribosomal protein S19e (InterPro:IPR001266); BEST Arabidopsis thaliana protein match is: Ribosomal protein S19e family protein (TAIR:AT5G15520.1); Has 1131 Blast hits to 1131 proteins in 394 species: Archae - 214; Bacteria - 4; Metazoa - 402; Fungi - 148; Plants - 164; Viruses - 0; Other Eukaryotes - 199 (source: NCBI BLink)."
AT3G02090.1	138	37,58	21	0,72 	0,09 	0,96 	0,05 	1,43 	0,20 	0,84 	0,54 	0,90 	0,59 	0,85 	0,99 	0,90 	1,10 	1,02 	1,26 	1,51 	1,94 	 (MPPBETA)	"MPPBETA; FUNCTIONS IN: metalloendopeptidase activity, zinc ion binding; INVOLVED IN: proteolysis; LOCATED IN: in 11 components; EXPRESSED IN: 27 plant structures; EXPRESSED DURING: 17 growth stages; CONTAINS InterPro DOMAIN/s: Peptidase M16, zinc-binding site (InterPro:IPR001431), Peptidase M16, C-terminal (InterPro:IPR007863), Peptidase M16, N-terminal (InterPro:IPR011765), Metalloenzyme, LuxS/M16 peptidase-like, metal-binding (InterPro:IPR011249), Peptidase M16, core (InterPro:IPR011237); BEST Arabidopsis thaliana protein match is: Insulinase (Peptidase family M16) protein (TAIR:AT1G51980.1); Has 13314 Blast hits to 12840 proteins in 2395 species: Archae - 22; Bacteria - 8770; Metazoa - 1075; Fungi - 780; Plants - 366; Viruses - 3; Other Eukaryotes - 2298 (source: NCBI BLink)."
AT3G02110.1	1464	5,35	3	0,94 	0,17 	0,73 	0,12 	0,79 	0,08 	0,99 	1,39 	0,59 	0,81 	0,88 	0,99 	0,48 	0,57 	0,86 	0,97 	0,64 	0,70 	SERINE CARBOXYPEPTIDASE-LIKE 25 (scpl25)	"serine carboxypeptidase-like 25 (scpl25); FUNCTIONS IN: serine-type carboxypeptidase activity; INVOLVED IN: proteolysis; LOCATED IN: endomembrane system; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Peptidase S10, serine carboxypeptidase (InterPro:IPR001563), Peptidase S10, serine carboxypeptidase, active site (InterPro:IPR018202); BEST Arabidopsis thaliana protein match is: alpha/beta-Hydrolases superfamily protein (TAIR:AT4G30610.1); Has 3637 Blast hits to 3574 proteins in 364 species: Archae - 0; Bacteria - 191; Metazoa - 636; Fungi - 868; Plants - 1530; Viruses - 0; Other Eukaryotes - 412 (source: NCBI BLink)."
AT3G02200.2	1248	6,63	3	0,73 	0,19 	0,87 	0,10 	1,45 	0,39 	1,11 	0,42 	1,00 	0,38 	0,76 	1,10 	0,64 	0,97 	0,64 	1,00 	1,72 	2,42 		"Proteasome component (PCI) domain protein; CONTAINS InterPro DOMAIN/s: Proteasome component (PCI) domain (InterPro:IPR000717); BEST Arabidopsis thaliana protein match is: Proteasome component (PCI) domain protein (TAIR:AT5G15610.2); Has 657 Blast hits to 657 proteins in 209 species: Archae - 0; Bacteria - 2; Metazoa - 271; Fungi - 161; Plants - 136; Viruses - 0; Other Eukaryotes - 87 (source: NCBI BLink)."
AT3G02230.1	491	17,18	10	0,78 	0,12 	1,25 	0,23 	1,56 	0,16 	0,64 	0,55 	1,06 	0,89 	0,75 	1,08 	1,31 	1,85 	1,19 	1,66 	1,42 	1,96 	REVERSIBLY GLYCOSYLATED POLYPEPTIDE 1 (RGP1)	RGP1 is a UDP-arabinose mutase that catalyzes the interconversion between the pyranose and furanose forms of UDP-L-arabinose. It appears to be required for proper cell wall formation. rgp1/rgp2 (at5g15650) double mutants have a male gametophyte lethal phenotype. RGP1 fusion proteins can be found in the cytosol and peripherally associated with the Golgi apparatus.
AT3G02260.1	1660	4,25	11	1,34 	0,08 	1,21 	0,11 	0,89 	0,06 	1,14 	1,27 	1,42 	1,51 	0,94 	1,21 	1,22 	1,47 	0,82 	1,05 	0,75 	0,93 	BIG (BIG)	Calossin-like protein required for polar auxin transport
AT3G02360.2	343	21,6	10	0,70 	0,02 	0,90 	0,11 	1,26 	0,16 	0,69 	0,65 	0,72 	0,72 	0,67 	1,02 	0,75 	1,14 	0,95 	1,54 	1,01 	1,54 		"6-phosphogluconate dehydrogenase family protein; FUNCTIONS IN: in 6 functions; INVOLVED IN: response to salt stress; LOCATED IN: peroxisome; EXPRESSED IN: 27 plant structures; EXPRESSED DURING: 16 growth stages; CONTAINS InterPro DOMAIN/s: 6-phosphogluconate dehydrogenase, NAD-binding (InterPro:IPR006115), 6-phosphogluconate dehydrogenase, C-terminal-like (InterPro:IPR008927), Dehydrogenase, multihelical (InterPro:IPR013328), 6-phosphogluconate dehydrogenase, decarboxylating (InterPro:IPR006113), 6-phosphogluconate dehydrogenase, C-terminal (InterPro:IPR006114), 6-phosphogluconate dehydrogenase (InterPro:IPR006183), NAD(P)-binding domain (InterPro:IPR016040), Fibritin/6-phosphogluconate dehydrogenase, C-terminal extension (InterPro:IPR012284); BEST Arabidopsis thaliana protein match is: 6-phosphogluconate dehydrogenase family protein (TAIR:AT5G41670.2); Has 12208 Blast hits to 12120 proteins in 2600 species: Archae - 108; Bacteria - 8004; Metazoa - 655; Fungi - 226; Plants - 316; Viruses - 4; Other Eukaryotes - 2895 (source: NCBI BLink)."
AT3G02420.1	1736	4,03	2	1,16 	0,47 	2,46 	1,07 	2,57 	1,02 	0,79 	0,32 	2,51 	1,03 	1,77 	0,63 	5,55 	1,89 	2,19 	0,79 	5,50 	1,82 		"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: membrane; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Uncharacterised protein family UPF0121 (InterPro:IPR005344); Has 72 Blast hits to 71 proteins in 25 species: Archae - 0; Bacteria - 0; Metazoa - 2; Fungi - 2; Plants - 60; Viruses - 0; Other Eukaryotes - 8 (source: NCBI BLink)."
AT3G02520.1	2475	2	13	0,98 	0,12 	1,23 	0,17 	1,25 	0,05 	1,20 	1,18 	0,77 	0,76 	1,61 	1,39 	1,03 	0,90 	1,33 	1,16 	1,34 	1,17 	GENERAL REGULATORY FACTOR 7 (GRF7)	"Encodes GF14 &#957;, a 14-3-3 protein isoform (14-3-3&#957;)."
AT3G02540.3	760	12,04	6	0,88 	0,22 	1,09 	0,11 	1,46 	0,30 	0,96 	0,45 	1,46 	0,63 	0,96 	0,86 	1,37 	1,19 	1,00 	0,89 	2,11 	1,84 	RADIATION SENSITIVE23C (RAD23C)	Encodes a member of the RADIATION SENSITIVE23 (RAD23) family: AT1G16190(RAD23A), AT1G79650(RAD23B), AT3G02540(RAD23C), AT5G38470(RAD23D). RAD23 proteins play an essential role in the cell cycle, morphology, and fertility of plants through their delivery of UPS (ubiquitin/26S proteasome system) substrates to the 26S proteasome.
AT3G02560.2	629	14,16	9	0,95 	0,05 	0,92 	0,10 	0,96 	0,10 	0,89 	1,05 	0,86 	1,02 	0,76 	1,10 	0,74 	1,07 	0,86 	1,20 	0,74 	1,05 		"Ribosomal protein S7e family protein; FUNCTIONS IN: structural constituent of ribosome; INVOLVED IN: translation; LOCATED IN: cytosolic small ribosomal subunit, cytosolic ribosome, chloroplast, membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 16 growth stages; CONTAINS InterPro DOMAIN/s: Ribosomal protein S7e (InterPro:IPR000554); BEST Arabidopsis thaliana protein match is: Ribosomal protein S7e family protein (TAIR:AT5G16130.1); Has 785 Blast hits to 785 proteins in 311 species: Archae - 0; Bacteria - 0; Metazoa - 354; Fungi - 147; Plants - 160; Viruses - 0; Other Eukaryotes - 124 (source: NCBI BLink)."
AT3G02660.1	1627	4,43	2	0,82 	0,14 	0,78 	0,15 	1,02 	0,26 	0,96 	0,54 	1,13 	0,65 	0,95 	0,49 	1,12 	0,56 	0,98 	0,51 	1,72 	0,87 	EMBRYO DEFECTIVE 2768 (emb2768)	"EMBRYO DEFECTIVE 2768 (emb2768); FUNCTIONS IN: RNA binding, tyrosine-tRNA ligase activity, aminoacyl-tRNA ligase activity, nucleotide binding, ATP binding; INVOLVED IN: tRNA aminoacylation for protein translation, embryo development ending in seed dormancy; LOCATED IN: mitochondrion, chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Aminoacyl-tRNA synthetase, class I, conserved site (InterPro:IPR001412), Rossmann-like alpha/beta/alpha sandwich fold (InterPro:IPR014729), Tyrosyl-tRNA synthetase, class Ib, bacterial/mitochondrial (InterPro:IPR002307), RNA-binding S4 (InterPro:IPR002942), Aminoacyl-tRNA synthetase, class Ib (InterPro:IPR002305); Has 9022 Blast hits to 9013 proteins in 2715 species: Archae - 16; Bacteria - 5542; Metazoa - 116; Fungi - 145; Plants - 38; Viruses - 0; Other Eukaryotes - 3165 (source: NCBI BLink)."
